"","ord","sentiment"
"4738","snilt","pos"
"4739","sofistikert","pos"
"4740","sofistikerte","pos"
"4741","solid","pos"
"4742","solidaritet","pos"
"4743","solidariteten","pos"
"4744","solide","pos"
"4745","soliditet","pos"
"4746","soliditeten","pos"
"4747","sosial","pos"
"4748","sosiale","pos"
"4749","sosialen","pos"
"4750","sosialene","pos"
"4751","sosialer","pos"
"4752","sosialt","pos"
"4753","spar","pos"
"4754","spara","pos"
"4755","spare","pos"
"4756","sparende","pos"
"4757","sparer","pos"
"4758","spares","pos"
"4759","sparsom","pos"
"4760","sparsomme","pos"
"4761","sparsommere","pos"
"4762","sparsomst","pos"
"4763","sparsomste","pos"
"4764","sparsomt","pos"
"4765","spart","pos"
"4766","sparte","pos"
"4767","sped","pos"
"4768","spede","pos"
"4769","spedere","pos"
"4770","spedest","pos"
"4771","spedeste","pos"
"4772","spedt","pos"
"4773","spenn","pos"
"4774","spenne","pos"
"4775","spennende","pos"
"4776","spenner","pos"
"4777","spennes","pos"
"4778","spenning","pos"
"4779","spenninga","pos"
"4780","spenningen","pos"
"4781","spenningene","pos"
"4782","spenninger","pos"
"4783","spent","pos"
"4784","spente","pos"
"4785","spesiell","pos"
"4786","spesielle","pos"
"4787","spesielt","pos"
"4788","spontan","pos"
"4789","spontane","pos"
"4790","spontant","pos"
"4791","sportslig","pos"
"4792","sportslige","pos"
"4793","sprudl","pos"
"4794","sprudla","pos"
"4795","sprudle","pos"
"4796","sprudlede","pos"
"4797","sprudlende","pos"
"4798","sprudler","pos"
"4799","sprudles","pos"
"4800","sprudlet","pos"
"4801","sprudlete","pos"
"4802","stabil","pos"
"4803","stabile","pos"
"4804","stabiliser","pos"
"4805","stabilisere","pos"
"4806","stabiliserende","pos"
"4807","stabiliserer","pos"
"4808","stabiliseres","pos"
"4809","stabilisert","pos"
"4810","stabiliserte","pos"
"4811","stabilitet","pos"
"4812","stabiliteten","pos"
"4813","stabilt","pos"
"4814","stadfest","pos"
"4815","stadfesta","pos"
"4816","stadfeste","pos"
"4817","stadfestede","pos"
"4818","stadfestende","pos"
"4819","stadfester","pos"
"4820","stadfestes","pos"
"4821","stadfestet","pos"
"4822","stadfestete","pos"
"4823","standhaftig","pos"
"4824","standhaftige","pos"
"4825","statelig","pos"
"4826","statelige","pos"
"4827","steg","pos"
"4828","steget","pos"
"4829","stegne","pos"
"4830","steig","pos"
"4831","stell","pos"
"4832","stelle","pos"
"4833","stellende","pos"
"4834","steller","pos"
"4835","stelles","pos"
"4836","stelt","pos"
"4837","stelte","pos"
"4838","stemningsfull","pos"
"4839","stemningsfulle","pos"
"4840","stemningsfullt","pos"
"4841","sterk","pos"
"4842","sterke","pos"
"4843","sterkere","pos"
"4844","sterkest","pos"
"4845","sterkeste","pos"
"4846","sterkt","pos"
"4847","stig","pos"
"4848","stige","pos"
"4849","stigen","pos"
"4850","stigende","pos"
"4851","stigene","pos"
"4852","stiger","pos"
"4853","stigere","pos"
"4854","stigeren","pos"
"4855","stigerer","pos"
"4856","stigerne","pos"
"4857","stiges","pos"
"4858","stil","pos"
"4859","stile","pos"
"4860","stilen","pos"
"4861","stilende","pos"
"4862","stilene","pos"
"4863","stiler","pos"
"4864","stiles","pos"
"4865","stilfull","pos"
"4866","stilfulle","pos"
"4867","stilfullt","pos"
"4868","stilig","pos"
"4869","stilige","pos"
"4870","stiligere","pos"
"4871","stiligst","pos"
"4872","stiligste","pos"
"4873","stiliser","pos"
"4874","stilisere","pos"
"4875","stiliserende","pos"
"4876","stiliserer","pos"
"4877","stiliseres","pos"
"4878","stilisert","pos"
"4879","stiliserte","pos"
"4880","still","pos"
"4881","stilla","pos"
"4882","stille","pos"
"4883","stillen","pos"
"4884","stillende","pos"
"4885","stillene","pos"
"4886","stiller","pos"
"4887","stillere","pos"
"4888","stilles","pos"
"4889","stillest","pos"
"4890","stilleste","pos"
"4891","stillferdig","pos"
"4892","stillferdige","pos"
"4893","stilt","pos"
"4894","stilte","pos"
"4895","stimuler","pos"
"4896","stimulere","pos"
"4897","stimulerende","pos"
"4898","stimulerer","pos"
"4899","stimuleres","pos"
"4900","stimulert","pos"
"4901","stimulerte","pos"
"4902","stjerna","pos"
"4903","stjerne","pos"
"4904","stjernen","pos"
"4905","stjernene","pos"
"4906","stjerner","pos"
"4907","stol","pos"
"4908","stole","pos"
"4909","stolende","pos"
"4910","stoler","pos"
"4911","stoles","pos"
"4912","stolt","pos"
"4913","stolte","pos"
"4914","stoltere","pos"
"4915","stoltest","pos"
"4916","stolteste","pos"
"4917","stolthet","pos"
"4918","stoltheta","pos"
"4919","stoltheten","pos"
"4920","stor","pos"
"4921","storartede","pos"
"4922","storartet","pos"
"4923","storartete","pos"
"4924","store","pos"
"4925","storhet","pos"
"4926","storheta","pos"
"4927","storheten","pos"
"4928","storhetene","pos"
"4929","storheter","pos"
"4930","storsinn","pos"
"4931","storsinna","pos"
"4932","storsinnede","pos"
"4933","storsinnene","pos"
"4934","storsinnet","pos"
"4935","storsinnete","pos"
"4936","storslagen","pos"
"4937","storslagent","pos"
"4938","storslagne","pos"
"4939","storslått","pos"
"4940","storslåtte","pos"
"4941","stort","pos"
"4942","streb","pos"
"4943","streba","pos"
"4944","strebe","pos"
"4945","strebede","pos"
"4946","strebende","pos"
"4947","streber","pos"
"4948","strebes","pos"
"4949","strebet","pos"
"4950","strebete","pos"
"4951","strev","pos"
"4952","strevd","pos"
"4953","strevde","pos"
"4954","streve","pos"
"4955","strevende","pos"
"4956","strever","pos"
"4957","streves","pos"
"4958","strål","pos"
"4959","stråle","pos"
"4960","strålen","pos"
"4961","strålende","pos"
"4962","strålene","pos"
"4963","stråler","pos"
"4964","stråles","pos"
"4965","strålt","pos"
"4966","strålte","pos"
"4967","strøm","pos"
"4968","strømlinjeformede","pos"
"4969","strømlinjeformet","pos"
"4970","strømlinjeformete","pos"
"4971","strømma","pos"
"4972","strømme","pos"
"4973","strømmede","pos"
"4974","strømmende","pos"
"4975","strømmer","pos"
"4976","strømmes","pos"
"4977","strømmet","pos"
"4978","strømmete","pos"
"4979","strømt","pos"
"4980","strømte","pos"
"4981","styrk","pos"
"4982","styrka","pos"
"4983","styrke","pos"
"4984","styrkede","pos"
"4985","styrken","pos"
"4986","styrkende","pos"
"4987","styrkene","pos"
"4988","styrker","pos"
"4989","styrkes","pos"
"4990","styrket","pos"
"4991","styrkete","pos"
"4992","styrkt","pos"
"4993","styrkte","pos"
"4994","stødig","pos"
"4995","stødige","pos"
"4996","stødigere","pos"
"4997","stødigst","pos"
"4998","stødigste","pos"
"4999","større","pos"
"5000","størst","pos"
"5001","største","pos"
"5002","støt","pos"
"5003","støte","pos"
"5004","støtende","pos"
"5005","støter","pos"
"5006","støtes","pos"
"5007","støtt","pos"
"5008","støtta","pos"
"5009","støtte","pos"
"5010","støttede","pos"
"5011","støtten","pos"
"5012","støttende","pos"
"5013","støttene","pos"
"5014","støtter","pos"
"5015","støttes","pos"
"5016","støttet","pos"
"5017","støttete","pos"
"5018","sublim","pos"
"5019","sublime","pos"
"5020","sublimt","pos"
"5021","subsidier","pos"
"5022","subsidiere","pos"
"5023","subsidierende","pos"
"5024","subsidierer","pos"
"5025","subsidieres","pos"
"5026","subsidiert","pos"
"5027","subsidierte","pos"
"5028","suksess","pos"
"5029","suksessen","pos"
"5030","suksessene","pos"
"5031","suksesser","pos"
"5032","sunn","pos"
"5033","sunne","pos"
"5034","sunnere","pos"
"5035","sunnest","pos"
"5036","sunneste","pos"
"5037","sunt","pos"
"5038","sup","pos"
"5039","supe","pos"
"5040","supen","pos"
"5041","supende","pos"
"5042","supene","pos"
"5043","super","pos"
"5044","superb","pos"
"5045","superbe","pos"
"5046","superbt","pos"
"5047","supere","pos"
"5048","superen","pos"
"5049","superende","pos"
"5050","superer","pos"
"5051","superes","pos"
"5052","superne","pos"
"5053","supert","pos"
"5054","superte","pos"
"5055","supes","pos"
"5056","suppler","pos"
"5057","supplere","pos"
"5058","supplerende","pos"
"5059","supplerer","pos"
"5060","suppleres","pos"
"5061","supplert","pos"
"5062","supplerte","pos"
"5063","supporter","pos"
"5064","supportere","pos"
"5065","supporteren","pos"
"5066","supporterer","pos"
"5067","supporterne","pos"
"5068","supre","pos"
"5069","suprere","pos"
"5070","suprest","pos"
"5071","supreste","pos"
"5072","supt","pos"
"5073","supte","pos"
"5074","surrealistisk","pos"
"5075","surrealistiske","pos"
"5076","suveren","pos"
"5077","suverene","pos"
"5078","suverenen","pos"
"5079","suverenene","pos"
"5080","suverener","pos"
"5081","suverent","pos"
"5082","sympati","pos"
"5083","sympatien","pos"
"5084","sympatiene","pos"
"5085","sympatier","pos"
"5086","sympatisk","pos"
"5087","sympatiske","pos"
"5088","sympatisør","pos"
"5089","sympatisøren","pos"
"5090","sympatisørene","pos"
"5091","sympatisører","pos"
"5092","synlig","pos"
"5093","synlige","pos"
"5094","synligere","pos"
"5095","synligst","pos"
"5096","synligste","pos"
"5097","særskilt","pos"
"5098","særskilte","pos"
"5099","søt","pos"
"5100","søta","pos"
"5101","søte","pos"
"5102","søtede","pos"
"5103","søtende","pos"
"5104","søter","pos"
"5105","søtere","pos"
"5106","søtes","pos"
"5107","søtest","pos"
"5108","søteste","pos"
"5109","søtet","pos"
"5110","søtete","pos"
"5111","søtt","pos"
"5112","takk","pos"
"5113","takka","pos"
"5114","takke","pos"
"5115","takkede","pos"
"5116","takken","pos"
"5117","takkende","pos"
"5118","takkene","pos"
"5119","takker","pos"
"5120","takkes","pos"
"5121","takket","pos"
"5122","takkete","pos"
"5123","takknemlig","pos"
"5124","takknemlige","pos"
"5125","takknemligere","pos"
"5126","takknemlighet","pos"
"5127","takknemligheta","pos"
"5128","takknemligheten","pos"
"5129","takknemligst","pos"
"5130","takknemligste","pos"
"5131","talent","pos"
"5132","talenta","pos"
"5133","talenten","pos"
"5134","talentene","pos"
"5135","talenter","pos"
"5136","talentet","pos"
"5137","talentfull","pos"
"5138","talentfulle","pos"
"5139","talentfullt","pos"
"5140","tallrik","pos"
"5141","tallrike","pos"
"5142","tallrikt","pos"
"5143","tank","pos"
"5144","tanka","pos"
"5145","tanke","pos"
"5146","tankede","pos"
"5147","tanken","pos"
"5148","tankende","pos"
"5149","tankene","pos"
"5150","tanker","pos"
"5151","tankes","pos"
"5152","tanket","pos"
"5153","tankete","pos"
"5154","tapp","pos"
"5155","tappa","pos"
"5156","tappe","pos"
"5157","tappede","pos"
"5158","tappen","pos"
"5159","tappende","pos"
"5160","tappene","pos"
"5161","tapper","pos"
"5162","tappere","pos"
"5163","tapperen","pos"
"5164","tapperer","pos"
"5165","tapperhet","pos"
"5166","tapperheta","pos"
"5167","tapperheten","pos"
"5168","tapperne","pos"
"5169","tappert","pos"
"5170","tappes","pos"
"5171","tappet","pos"
"5172","tappete","pos"
"5173","tapre","pos"
"5174","taprere","pos"
"5175","taprest","pos"
"5176","tapreste","pos"
"5177","tildel","pos"
"5178","tildele","pos"
"5179","tildelende","pos"
"5180","tildeler","pos"
"5181","tildeles","pos"
"5182","tildelt","pos"
"5183","tildelte","pos"
"5184","tilfeldig","pos"
"5185","tilfeldige","pos"
"5186","tilfeldigere","pos"
"5187","tilfeldigst","pos"
"5188","tilfeldigste","pos"
"5189","tilfredshet","pos"
"5190","tilfredsheta","pos"
"5191","tilfredsheten","pos"
"5192","tilfredsstill","pos"
"5193","tilfredsstille","pos"
"5194","tilfredsstillende","pos"
"5195","tilfredsstiller","pos"
"5196","tilfredsstilles","pos"
"5197","tilfredsstilt","pos"
"5198","tilfredsstilte","pos"
"5199","tilga","pos"
"5200","tilgas","pos"
"5201","tilgav","pos"
"5202","tilgaves","pos"
"5203","tilgi","pos"
"5204","tilgies","pos"
"5205","tilgir","pos"
"5206","tilgis","pos"
"5207","tilgitt","pos"
"5208","tilgitte","pos"
"5209","tilgivende","pos"
"5210","tilgjengelig","pos"
"5211","tilgjengelige","pos"
"5212","tillatelig","pos"
"5213","tillatelige","pos"
"5214","tillit","pos"
"5215","tillita","pos"
"5216","tilliten","pos"
"5217","tillitsfull","pos"
"5218","tillitsfulle","pos"
"5219","tillitsfullt","pos"
"5220","tilpass","pos"
"5221","tilpassa","pos"
"5222","tilpasse","pos"
"5223","tilpassede","pos"
"5224","tilpassende","pos"
"5225","tilpasser","pos"
"5226","tilpasses","pos"
"5227","tilpasset","pos"
"5228","tilpassete","pos"
"5229","tilregnelig","pos"
"5230","tilregnelige","pos"
"5231","tilrå","pos"
"5232","tilråd","pos"
"5233","tilrådd","pos"
"5234","tilrådde","pos"
"5235","tilråde","pos"
"5236","tilrådende","pos"
"5237","tilråder","pos"
"5238","tilrådes","pos"
"5239","tilrående","pos"
"5240","tilrår","pos"
"5241","tilrås","pos"
"5242","tilstrekkelig","pos"
"5243","tilstrekkelige","pos"
"5244","tiltal","pos"
"5245","tiltala","pos"
"5246","tiltale","pos"
"5247","tiltalende","pos"
"5248","tiltaler","pos"
"5249","tiltales","pos"
"5250","tiltalt","pos"
"5251","tiltalte","pos"
"5252","tiltrakk","pos"
"5253","tiltrekk","pos"
"5254","tiltrekke","pos"
"5255","tiltrekkende","pos"
"5256","tiltrekker","pos"
"5257","tiltrekning","pos"
"5258","tiltrekningen","pos"
"5259","tiltrekningskraft","pos"
"5260","tiltrekningskrafta","pos"
"5261","tiltrekningskraften","pos"
"5262","tiltrekningskreftene","pos"
"5263","tiltrekningskrefter","pos"
"5264","tiltrukket","pos"
"5265","tiltrukne","pos"
"5266","tjenestevillig","pos"
"5267","tjenestevillige","pos"
"5268","tollfri","pos"
"5269","tollfrie","pos"
"5270","tollfritt","pos"
"5271","topp","pos"
"5272","toppa","pos"
"5273","toppe","pos"
"5274","toppede","pos"
"5275","toppen","pos"
"5276","toppende","pos"
"5277","toppene","pos"
"5278","topper","pos"
"5279","toppes","pos"
"5280","toppet","pos"
"5281","toppete","pos"
"5282","treiv","pos"
"5283","treivs","pos"
"5284","trevet","pos"
"5285","trevne","pos"
"5286","triumf","pos"
"5287","triumfen","pos"
"5288","triumfene","pos"
"5289","triumfer","pos"
"5290","triumfere","pos"
"5291","triumferende","pos"
"5292","triumferer","pos"
"5293","triumferes","pos"
"5294","triumfert","pos"
"5295","triumferte","pos"
"5296","triv","pos"
"5297","trivd","pos"
"5298","trivde","pos"
"5299","trivdes","pos"
"5300","trive","pos"
"5301","trivelig","pos"
"5302","trivelige","pos"
"5303","trivende","pos"
"5304","triver","pos"
"5305","trives","pos"
"5306","triviell","pos"
"5307","trivielle","pos"
"5308","trivielt","pos"
"5309","trivs","pos"
"5310","trivsel","pos"
"5311","trivselen","pos"
"5312","tro","pos"
"5313","trodd","pos"
"5314","trodde","pos"
"5315","troende","pos"
"5316","trofast","pos"
"5317","trofaste","pos"
"5318","trofea","pos"
"5319","trofeen","pos"
"5320","trofeene","pos"
"5321","trofeer","pos"
"5322","trofeet","pos"
"5323","trofé","pos"
"5324","troféer","pos"
"5325","trohjertede","pos"
"5326","trohjertet","pos"
"5327","trohjertete","pos"
"5328","trolig","pos"
"5329","trolige","pos"
"5330","trollbandt","pos"
"5331","trollbind","pos"
"5332","trollbinde","pos"
"5333","trollbindende","pos"
"5334","trollbinder","pos"
"5335","trollbindes","pos"
"5336","trollbundet","pos"
"5337","trollbundne","pos"
"5338","tror","pos"
"5339","tros","pos"
"5340","troskap","pos"
"5341","troskapen","pos"
"5342","troskyldig","pos"
"5343","troskyldige","pos"
"5344","troverdig","pos"
"5345","troverdige","pos"
"5346","trygd","pos"
"5347","trygde","pos"
"5348","trygg","pos"
"5349","trygga","pos"
"5350","trygge","pos"
"5351","tryggede","pos"
"5352","tryggende","pos"
"5353","trygger","pos"
"5354","tryggere","pos"
"5355","trygges","pos"
"5356","tryggest","pos"
"5357","tryggeste","pos"
"5358","trygget","pos"
"5359","tryggete","pos"
"5360","trygt","pos"
"5361","trøst","pos"
"5362","trøsta","pos"
"5363","trøste","pos"
"5364","trøstede","pos"
"5365","trøsten","pos"
"5366","trøstende","pos"
"5367","trøster","pos"
"5368","trøstes","pos"
"5369","trøstet","pos"
"5370","trøstete","pos"
"5371","tydelig","pos"
"5372","tydelige","pos"
"5373","tydeligere","pos"
"5374","tydeligst","pos"
"5375","tydeligste","pos"
"5376","tynn","pos"
"5377","tynna","pos"
"5378","tynne","pos"
"5379","tynnede","pos"
"5380","tynnende","pos"
"5381","tynner","pos"
"5382","tynnere","pos"
"5383","tynneren","pos"
"5384","tynnerer","pos"
"5385","tynnerne","pos"
"5386","tynnes","pos"
"5387","tynnest","pos"
"5388","tynneste","pos"
"5389","tynnet","pos"
"5390","tynnete","pos"
"5391","tynt","pos"
"5392","tålmodig","pos"
"5393","tålmodige","pos"
"5394","tålmodigere","pos"
"5395","tålmodighet","pos"
"5396","tålmodigheta","pos"
"5397","tålmodigheten","pos"
"5398","tålmodigst","pos"
"5399","tålmodigste","pos"
"5400","tøff","pos"
"5401","tøffa","pos"
"5402","tøffe","pos"
"5403","tøffede","pos"
"5404","tøffende","pos"
"5405","tøffene","pos"
"5406","tøffer","pos"
"5407","tøffere","pos"
"5408","tøffes","pos"
"5409","tøffest","pos"
"5410","tøffeste","pos"
"5411","tøffet","pos"
"5412","tøffete","pos"
"5413","tøft","pos"
"5414","uangripelig","pos"
"5415","uangripelige","pos"
"5416","uanstrengt","pos"
"5417","uanstrengte","pos"
"5418","ubegrensede","pos"
"5419","ubegrenset","pos"
"5420","ubegrensete","pos"
"5421","uberørt","pos"
"5422","uberørte","pos"
"5423","ubunden","pos"
"5424","ubundet","pos"
"5425","ubundne","pos"
"5426","udiskutabel","pos"
"5427","udiskutabelt","pos"
"5428","udiskutable","pos"
"5429","uerstattelig","pos"
"5430","uerstattelige","pos"
"5431","ufarlig","pos"
"5432","ufarlige","pos"
"5433","ufeilbarlig","pos"
"5434","ufeilbarlige","pos"
"5435","ufeilbarlighet","pos"
"5436","ufeilbarligheta","pos"
"5437","ufeilbarligheten","pos"
"5438","uforbeholden","pos"
"5439","uforbeholdent","pos"
"5440","uforbeholdne","pos"
"5441","uforferdede","pos"
"5442","uforferdet","pos"
"5443","uforferdete","pos"
"5444","uforglemmelig","pos"
"5445","uforglemmelige","pos"
"5446","uforlignelig","pos"
"5447","uforlignelige","pos"
"5448","uhemmede","pos"
"5449","uhemmet","pos"
"5450","uhemmete","pos"
"5451","uimotståelig","pos"
"5452","uimotståelige","pos"
"5453","uklanderlig","pos"
"5454","uklanderlige","pos"
"5455","ukrenkelig","pos"
"5456","ukrenkelige","pos"
"5457","ulastelig","pos"
"5458","ulastelige","pos"
"5459","under","pos"
"5460","undera","pos"
"5461","underbar","pos"
"5462","underbare","pos"
"5463","underbart","pos"
"5464","undere","pos"
"5465","underet","pos"
"5466","underhold","pos"
"5467","underholde","pos"
"5468","underholdende","pos"
"5469","underholder","pos"
"5470","underholdes","pos"
"5471","underholdt","pos"
"5472","underholdte","pos"
"5473","underne","pos"
"5474","understrek","pos"
"5475","understreka","pos"
"5476","understreke","pos"
"5477","understrekede","pos"
"5478","understrekende","pos"
"5479","understreker","pos"
"5480","understrekes","pos"
"5481","understreket","pos"
"5482","understrekete","pos"
"5483","underverk","pos"
"5484","underverka","pos"
"5485","underverkene","pos"
"5486","underverker","pos"
"5487","underverket","pos"
"5488","undr","pos"
"5489","undra","pos"
"5490","undre","pos"
"5491","undrede","pos"
"5492","undrende","pos"
"5493","undrene","pos"
"5494","undrer","pos"
"5495","undres","pos"
"5496","undret","pos"
"5497","undrete","pos"
"5498","undring","pos"
"5499","undringa","pos"
"5500","undringen","pos"
"5501","ungdommelig","pos"
"5502","ungdommelige","pos"
"5503","ungdommeligere","pos"
"5504","ungdommeligst","pos"
"5505","ungdommeligste","pos"
"5506","universalmiddel","pos"
"5507","universalmiddelen","pos"
"5508","universalmidlene","pos"
"5509","universalmidler","pos"
"5510","uovertruffen","pos"
"5511","uovertruffet","pos"
"5512","uovertrufne","pos"
"5513","uovervinnelig","pos"
"5514","uovervinnelige","pos"
"5515","upartisk","pos"
"5516","upartiske","pos"
"5517","upåklagelig","pos"
"5518","upåklagelige","pos"
"5519","upåvirkede","pos"
"5520","upåvirket","pos"
"5521","upåvirkete","pos"
"5522","urokkelig","pos"
"5523","urokkelige","pos"
"5524","usedvanlig","pos"
"5525","usedvanlige","pos"
"5526","uselvisk","pos"
"5527","uselviske","pos"
"5528","usjenert","pos"
"5529","usjenerte","pos"
"5530","uskadede","pos"
"5531","uskadet","pos"
"5532","uskadete","pos"
"5533","uskyldig","pos"
"5534","uskyldige","pos"
"5535","uslåelig","pos"
"5536","uslåelige","pos"
"5537","usårbar","pos"
"5538","usårbare","pos"
"5539","usårbart","pos"
"5540","utbedr","pos"
"5541","utbedra","pos"
"5542","utbedre","pos"
"5543","utbedrede","pos"
"5544","utbedrende","pos"
"5545","utbedrer","pos"
"5546","utbedres","pos"
"5547","utbedret","pos"
"5548","utbedrete","pos"
"5549","utbedring","pos"
"5550","utbedringa","pos"
"5551","utbedringen","pos"
"5552","utbedringene","pos"
"5553","utbedringer","pos"
"5554","utdann","pos"
"5555","utdanna","pos"
"5556","utdanne","pos"
"5557","utdannede","pos"
"5558","utdannende","pos"
"5559","utdanner","pos"
"5560","utdannes","pos"
"5561","utdannet","pos"
"5562","utdannete","pos"
"5563","utfyll","pos"
"5564","utfylle","pos"
"5565","utfyllende","pos"
"5566","utfyller","pos"
"5567","utfylles","pos"
"5568","utfylt","pos"
"5569","utfylte","pos"
"5570","uthold","pos"
"5571","utholde","pos"
"5572","utholdelig","pos"
"5573","utholdelige","pos"
"5574","utholdende","pos"
"5575","utholdenhet","pos"
"5576","utholdenheta","pos"
"5577","utholdenheten","pos"
"5578","utholder","pos"
"5579","utholdes","pos"
"5580","utholdt","pos"
"5581","utholdte","pos"
"5582","uthvilt","pos"
"5583","uthvilte","pos"
"5584","utkonkurrer","pos"
"5585","utkonkurrere","pos"
"5586","utkonkurrerende","pos"
"5587","utkonkurrerer","pos"
"5588","utkonkurreres","pos"
"5589","utkonkurrert","pos"
"5590","utkonkurrerte","pos"
"5591","utmerk","pos"
"5592","utmerka","pos"
"5593","utmerke","pos"
"5594","utmerkede","pos"
"5595","utmerkelse","pos"
"5596","utmerkelsen","pos"
"5597","utmerkelsene","pos"
"5598","utmerkelser","pos"
"5599","utmerkende","pos"
"5600","utmerker","pos"
"5601","utmerket","pos"
"5602","utmerkete","pos"
"5603","utrett","pos"
"5604","utretta","pos"
"5605","utrette","pos"
"5606","utrettede","pos"
"5607","utrettende","pos"
"5608","utretter","pos"
"5609","utrettes","pos"
"5610","utrettet","pos"
"5611","utrettete","pos"
"5612","utrolig","pos"
"5613","utrolige","pos"
"5614","utroligere","pos"
"5615","utroligst","pos"
"5616","utroligste","pos"
"5617","utskiftbar","pos"
"5618","utskiftbare","pos"
"5619","utskiftbart","pos"
"5620","utsmykk","pos"
"5621","utsmykka","pos"
"5622","utsmykke","pos"
"5623","utsmykkede","pos"
"5624","utsmykkende","pos"
"5625","utsmykker","pos"
"5626","utsmykkes","pos"
"5627","utsmykket","pos"
"5628","utsmykkete","pos"
"5629","utstråling","pos"
"5630","utstrålinga","pos"
"5631","utstrålingen","pos"
"5632","utstrålingene","pos"
"5633","utstrålinger","pos"
"5634","utsøkt","pos"
"5635","utsøkte","pos"
"5636","uttrykksfull","pos"
"5637","uttrykksfulle","pos"
"5638","uttrykksfullt","pos"
"5639","utvetydig","pos"
"5640","utvetydige","pos"
"5641","utvikl","pos"
"5642","utvikla","pos"
"5643","utvikle","pos"
"5644","utviklede","pos"
"5645","utviklende","pos"
"5646","utvikler","pos"
"5647","utvikles","pos"
"5648","utviklet","pos"
"5649","utviklete","pos"
"5650","utvikling","pos"
"5651","utviklinga","pos"
"5652","utviklingen","pos"
"5653","utviklingene","pos"
"5654","utviklinger","pos"
"5655","utvilsom","pos"
"5656","utvilsomme","pos"
"5657","utvilsomt","pos"
"5658","uvirkelig","pos"
"5659","uvirkelige","pos"
"5660","uvurderlig","pos"
"5661","uvurderlige","pos"
"5662","vakker","pos"
"5663","vakkert","pos"
"5664","vakre","pos"
"5665","vakrere","pos"
"5666","vakrest","pos"
"5667","vakreste","pos"
"5668","vaktsom","pos"
"5669","vaktsomme","pos"
"5670","vaktsomt","pos"
"5671","vann","pos"
"5672","vant","pos"
"5673","vanta","pos"
"5674","vante","pos"
"5675","vantede","pos"
"5676","vantende","pos"
"5677","vantene","pos"
"5678","vanter","pos"
"5679","vantes","pos"
"5680","vantet","pos"
"5681","vantete","pos"
"5682","variasjon","pos"
"5683","variasjonen","pos"
"5684","variasjonene","pos"
"5685","variasjoner","pos"
"5686","varig","pos"
"5687","varige","pos"
"5688","varm","pos"
"5689","varma","pos"
"5690","varme","pos"
"5691","varmede","pos"
"5692","varmen","pos"
"5693","varmende","pos"
"5694","varmer","pos"
"5695","varmere","pos"
"5696","varmeren","pos"
"5697","varmerer","pos"
"5698","varmerne","pos"
"5699","varmes","pos"
"5700","varmest","pos"
"5701","varmeste","pos"
"5702","varmet","pos"
"5703","varmete","pos"
"5704","varmhjertede","pos"
"5705","varmhjertet","pos"
"5706","varmhjertete","pos"
"5707","varmt","pos"
"5708","varsom","pos"
"5709","varsomme","pos"
"5710","varsommere","pos"
"5711","varsomst","pos"
"5712","varsomste","pos"
"5713","varsomt","pos"
"5714","veiledning","pos"
"5715","veiledningen","pos"
"5716","veiledningene","pos"
"5717","veiledninger","pos"
"5718","veldedig","pos"
"5719","veldedige","pos"
"5720","veldedighet","pos"
"5721","veldedigheta","pos"
"5722","veldedigheten","pos"
"5723","veldig","pos"
"5724","veldige","pos"
"5725","veldigere","pos"
"5726","veldigst","pos"
"5727","veldigste","pos"
"5728","veldrevet","pos"
"5729","veldrevne","pos"
"5730","velferd","pos"
"5731","velferda","pos"
"5732","velferden","pos"
"5733","velgjørende","pos"
"5734","velgjører","pos"
"5735","velgjørere","pos"
"5736","velgjøreren","pos"
"5737","velgjørerer","pos"
"5738","velgjørerne","pos"
"5739","velinformert","pos"
"5740","velinformerte","pos"
"5741","velkjent","pos"
"5742","velkjente","pos"
"5743","velkommen","pos"
"5744","velkommet","pos"
"5745","velkomne","pos"
"5746","vell","pos"
"5747","vella","pos"
"5748","velle","pos"
"5749","vellede","pos"
"5750","vellende","pos"
"5751","vellene","pos"
"5752","veller","pos"
"5753","velles","pos"
"5754","vellet","pos"
"5755","vellete","pos"
"5756","vellykkede","pos"
"5757","vellykket","pos"
"5758","vellykkete","pos"
"5759","velmenende","pos"
"5760","veloppdragen","pos"
"5761","veloppdragent","pos"
"5762","veloppdragne","pos"
"5763","velpleid","pos"
"5764","velpleide","pos"
"5765","velsign","pos"
"5766","velsigna","pos"
"5767","velsigne","pos"
"5768","velsignede","pos"
"5769","velsignelse","pos"
"5770","velsignelsen","pos"
"5771","velsignelsene","pos"
"5772","velsignelser","pos"
"5773","velsignende","pos"
"5774","velsigner","pos"
"5775","velsignes","pos"
"5776","velsignet","pos"
"5777","velsignete","pos"
"5778","velstand","pos"
"5779","velstanden","pos"
"5780","velstående","pos"
"5781","velt","pos"
"5782","veltalende","pos"
"5783","veltalenhet","pos"
"5784","veltalenheta","pos"
"5785","veltalenheten","pos"
"5786","velte","pos"
"5787","velvilje","pos"
"5788","velviljen","pos"
"5789","velviljene","pos"
"5790","velviljer","pos"
"5791","velvillig","pos"
"5792","velvillige","pos"
"5793","velvilligere","pos"
"5794","velvilligst","pos"
"5795","velvilligste","pos"
"5796","velvære","pos"
"5797","velværet","pos"
"5798","vennlig","pos"
"5799","vennlige","pos"
"5800","vennligere","pos"
"5801","vennlighet","pos"
"5802","vennligheta","pos"
"5803","vennligheten","pos"
"5804","vennlighetene","pos"
"5805","vennligheter","pos"
