"","ord","sentiment"
"18555","tilstopper","neg"
"18556","tilstoppes","neg"
"18557","tilstoppet","neg"
"18558","tilstoppete","neg"
"18559","tilstå","neg"
"18560","tilståelse","neg"
"18561","tilståelsen","neg"
"18562","tilståelsene","neg"
"18563","tilståelser","neg"
"18564","tilstående","neg"
"18565","tilstår","neg"
"18566","tilstås","neg"
"18567","tilstått","neg"
"18568","tilståtte","neg"
"18569","tilsvin","neg"
"18570","tilsvina","neg"
"18571","tilsvine","neg"
"18572","tilsvinede","neg"
"18573","tilsvinende","neg"
"18574","tilsviner","neg"
"18575","tilsvines","neg"
"18576","tilsvinet","neg"
"18577","tilsvinete","neg"
"18578","tilsvint","neg"
"18579","tilsvinte","neg"
"18580","tiltaksløs","neg"
"18581","tiltaksløse","neg"
"18582","tiltaksløst","neg"
"18586","tiltalen","neg"
"18588","tiltalene","neg"
"18593","tipp","neg"
"18594","tippa","neg"
"18595","tippe","neg"
"18596","tippede","neg"
"18597","tippen","neg"
"18598","tippende","neg"
"18599","tippene","neg"
"18600","tipper","neg"
"18601","tippes","neg"
"18602","tippet","neg"
"18603","tippete","neg"
"18604","tirade","neg"
"18605","tiraden","neg"
"18606","tiradene","neg"
"18607","tirader","neg"
"18608","tispa","neg"
"18609","tispe","neg"
"18610","tispen","neg"
"18611","tispene","neg"
"18612","tisper","neg"
"18613","tjatt","neg"
"18614","tjatta","neg"
"18615","tjatte","neg"
"18616","tjattede","neg"
"18617","tjattende","neg"
"18618","tjatter","neg"
"18619","tjattes","neg"
"18620","tjattet","neg"
"18621","tjattete","neg"
"18622","toksisk","neg"
"18623","toksiske","neg"
"18624","toll","neg"
"18625","tollen","neg"
"18626","tollene","neg"
"18627","toller","neg"
"18628","tom","neg"
"18629","tomhet","neg"
"18630","tomheta","neg"
"18631","tomheten","neg"
"18632","tomme","neg"
"18633","tommen","neg"
"18634","tommene","neg"
"18635","tommer","neg"
"18636","tommere","neg"
"18637","tommest","neg"
"18638","tommeste","neg"
"18639","tomt","neg"
"18640","tortur","neg"
"18641","torturen","neg"
"18642","torturer","neg"
"18643","torturere","neg"
"18644","torturerende","neg"
"18645","torturerer","neg"
"18646","tortureres","neg"
"18647","torturert","neg"
"18648","torturerte","neg"
"18649","tosk","neg"
"18650","tosken","neg"
"18651","toskene","neg"
"18652","tosker","neg"
"18653","tosket","neg"
"18654","toskete","neg"
"18655","totalitær","neg"
"18656","totalitære","neg"
"18657","totalitært","neg"
"18658","totalskad","neg"
"18659","totalskada","neg"
"18660","totalskadd","neg"
"18661","totalskadde","neg"
"18662","totalskade","neg"
"18663","totalskadede","neg"
"18664","totalskadende","neg"
"18665","totalskader","neg"
"18666","totalskades","neg"
"18667","totalskadet","neg"
"18668","totalskadete","neg"
"18669","trafikkaos","neg"
"18670","trafikkaosa","neg"
"18671","trafikkaosene","neg"
"18672","trafikkaoser","neg"
"18673","trafikkaoset","neg"
"18674","tragedie","neg"
"18675","tragedien","neg"
"18676","tragediene","neg"
"18677","tragedier","neg"
"18678","tragisk","neg"
"18679","tragiske","neg"
"18680","trakasser","neg"
"18681","trakassere","neg"
"18682","trakasserende","neg"
"18683","trakasserer","neg"
"18684","trakasseres","neg"
"18685","trakassering","neg"
"18686","trakasseringa","neg"
"18687","trakasseringen","neg"
"18688","trakasseringene","neg"
"18689","trakasseringer","neg"
"18690","trakassert","neg"
"18691","trakasserte","neg"
"18692","tramp","neg"
"18693","trampa","neg"
"18694","trampe","neg"
"18695","trampede","neg"
"18696","trampen","neg"
"18697","trampende","neg"
"18698","trampene","neg"
"18699","tramper","neg"
"18700","trampes","neg"
"18701","trampet","neg"
"18702","trampete","neg"
"18703","trang","neg"
"18704","trange","neg"
"18705","trangere","neg"
"18706","trangest","neg"
"18707","trangeste","neg"
"18708","trangsyn","neg"
"18709","trangsyna","neg"
"18710","trangsynene","neg"
"18711","trangsyner","neg"
"18712","trangsynet","neg"
"18713","trangsynt","neg"
"18714","trangsynte","neg"
"18715","trangt","neg"
"18716","trass","neg"
"18717","trassa","neg"
"18718","trasse","neg"
"18719","trassede","neg"
"18720","trassen","neg"
"18721","trassende","neg"
"18722","trasser","neg"
"18723","trasses","neg"
"18724","trasset","neg"
"18725","trassete","neg"
"18726","trassig","neg"
"18727","trassige","neg"
"18728","trauma","neg"
"18729","traumaene","neg"
"18730","traumaer","neg"
"18731","traumaet","neg"
"18732","traumatisk","neg"
"18733","traumatiske","neg"
"18734","traume","neg"
"18735","traumene","neg"
"18736","traumer","neg"
"18737","traumet","neg"
"18738","travesti","neg"
"18739","travestien","neg"
"18740","travestiene","neg"
"18741","travestier","neg"
"18742","treg","neg"
"18743","trega","neg"
"18744","trege","neg"
"18745","tregede","neg"
"18746","tregende","neg"
"18747","treger","neg"
"18748","tregere","neg"
"18749","treges","neg"
"18750","tregest","neg"
"18751","tregeste","neg"
"18752","treget","neg"
"18753","tregete","neg"
"18754","tregt","neg"
"18755","trellbandt","neg"
"18756","trellbind","neg"
"18757","trellbinde","neg"
"18758","trellbindende","neg"
"18759","trellbinder","neg"
"18760","trellbindes","neg"
"18761","trellbundet","neg"
"18762","trellbundne","neg"
"18763","trelldom","neg"
"18764","trelldommen","neg"
"18765","treng","neg"
"18766","trenge","neg"
"18767","trengende","neg"
"18768","trenger","neg"
"18769","trenges","neg"
"18770","trengt","neg"
"18771","trengte","neg"
"18772","trett","neg"
"18773","tretta","neg"
"18774","trette","neg"
"18775","trettede","neg"
"18776","trettende","neg"
"18777","tretter","neg"
"18778","trettes","neg"
"18779","trettet","neg"
"18780","trettete","neg"
"18781","tretthet","neg"
"18782","trettheta","neg"
"18783","trettheten","neg"
"18784","triks","neg"
"18785","triksa","neg"
"18786","trikse","neg"
"18787","triksede","neg"
"18788","triksende","neg"
"18789","triksene","neg"
"18790","trikser","neg"
"18791","trikses","neg"
"18792","trikset","neg"
"18793","triksete","neg"
"18794","trist","neg"
"18795","triste","neg"
"18796","tristere","neg"
"18797","tristest","neg"
"18798","tristeste","neg"
"18799","tristhet","neg"
"18800","tristheta","neg"
"18801","tristheten","neg"
"18805","trollkjerring","neg"
"18806","trollkjerringa","neg"
"18807","trollkjerringen","neg"
"18808","trollkjerringene","neg"
"18809","trollkjerringer","neg"
"18810","troløs","neg"
"18811","troløse","neg"
"18812","troløst","neg"
"18813","tross","neg"
"18814","trossa","neg"
"18815","trosse","neg"
"18816","trossede","neg"
"18817","trossen","neg"
"18818","trossende","neg"
"18819","trossene","neg"
"18820","trosser","neg"
"18821","trosses","neg"
"18822","trosset","neg"
"18823","trossete","neg"
"18824","tru","neg"
"18825","trua","neg"
"18826","trudd","neg"
"18827","trudde","neg"
"18828","true","neg"
"18829","truede","neg"
"18830","truende","neg"
"18831","truer","neg"
"18832","trues","neg"
"18833","truet","neg"
"18834","truete","neg"
"18835","trur","neg"
"18836","trus","neg"
"18837","trusel","neg"
"18838","truselen","neg"
"18839","truslene","neg"
"18840","trusler","neg"
"18841","trussel","neg"
"18842","trusselen","neg"
"18843","trykk","neg"
"18844","trykka","neg"
"18845","trykke","neg"
"18846","trykken","neg"
"18847","trykkende","neg"
"18848","trykkene","neg"
"18849","trykker","neg"
"18850","trykkes","neg"
"18851","trykket","neg"
"18852","trykt","neg"
"18853","trykte","neg"
"18854","tråkk","neg"
"18855","tråkka","neg"
"18856","tråkke","neg"
"18857","tråkkede","neg"
"18858","tråkkende","neg"
"18859","tråkker","neg"
"18860","tråkkes","neg"
"18861","tråkket","neg"
"18862","tråkkete","neg"
"18863","trøbbel","neg"
"18864","trøbbelet","neg"
"18865","trøblet","neg"
"18866","trøstesløs","neg"
"18867","trøstesløse","neg"
"18868","trøstesløshet","neg"
"18869","trøstesløsheta","neg"
"18870","trøstesløsheten","neg"
"18871","trøstesløst","neg"
"18872","trøtt","neg"
"18873","trøtta","neg"
"18874","trøtte","neg"
"18875","trøttede","neg"
"18876","trøttende","neg"
"18877","trøtter","neg"
"18878","trøttes","neg"
"18879","trøttet","neg"
"18880","trøttete","neg"
"18881","tufs","neg"
"18882","tufsa","neg"
"18883","tufse","neg"
"18884","tufsede","neg"
"18885","tufsen","neg"
"18886","tufsende","neg"
"18887","tufsene","neg"
"18888","tufser","neg"
"18889","tufsere","neg"
"18890","tufsest","neg"
"18891","tufseste","neg"
"18892","tufset","neg"
"18893","tufsete","neg"
"18894","tufst","neg"
"18895","tukl","neg"
"18896","tukla","neg"
"18897","tukle","neg"
"18898","tuklede","neg"
"18899","tuklende","neg"
"18900","tukler","neg"
"18901","tukles","neg"
"18902","tuklet","neg"
"18903","tuklete","neg"
"18904","tukt","neg"
"18905","tukta","neg"
"18906","tukte","neg"
"18907","tuktede","neg"
"18908","tuktende","neg"
"18909","tukter","neg"
"18910","tuktes","neg"
"18911","tuktet","neg"
"18912","tuktete","neg"
"18913","tull","neg"
"18914","tulla","neg"
"18915","tulle","neg"
"18916","tullede","neg"
"18917","tullen","neg"
"18918","tullende","neg"
"18919","tullene","neg"
"18920","tuller","neg"
"18921","tulles","neg"
"18922","tullet","neg"
"18923","tullete","neg"
"18924","tullprat","neg"
"18925","tullprata","neg"
"18926","tullpraten","neg"
"18927","tullpratene","neg"
"18928","tullprater","neg"
"18929","tullpratet","neg"
"18930","tumult","neg"
"18931","tumulten","neg"
"18932","tumultene","neg"
"18933","tumulter","neg"
"18934","tung","neg"
"18935","tunge","neg"
"18936","tungsindig","neg"
"18937","tungsindige","neg"
"18938","tungsinn","neg"
"18939","tungsinnet","neg"
"18940","tungt","neg"
"18941","tungvinn","neg"
"18942","tungvinne","neg"
"18943","tungvint","neg"
"18944","tungvinte","neg"
"18945","turbulent","neg"
"18946","turbulente","neg"
"18947","tutl","neg"
"18948","tutla","neg"
"18949","tutle","neg"
"18950","tutlede","neg"
"18951","tutlende","neg"
"18952","tutler","neg"
"18953","tutles","neg"
"18954","tutlet","neg"
"18955","tutlete","neg"
"18956","tvang","neg"
"18957","tvangen","neg"
"18958","tvetydig","neg"
"18959","tvetydige","neg"
"18960","tvil","neg"
"18961","tvile","neg"
"18962","tvilen","neg"
"18963","tvilende","neg"
"18964","tvilene","neg"
"18965","tviler","neg"
"18966","tviles","neg"
"18967","tvilsom","neg"
"18968","tvilsomme","neg"
"18969","tvilsomt","neg"
"18970","tvilt","neg"
"18971","tvilte","neg"
"18972","tving","neg"
"18973","tvinga","neg"
"18974","tvinge","neg"
"18975","tvingen","neg"
"18976","tvingende","neg"
"18977","tvingene","neg"
"18978","tvinger","neg"
"18979","tvinges","neg"
"18980","tvist","neg"
"18981","tvista","neg"
"18982","tviste","neg"
"18983","tvistede","neg"
"18984","tvisten","neg"
"18985","tvistende","neg"
"18986","tvistene","neg"
"18987","tvister","neg"
"18988","tvistes","neg"
"18989","tvistet","neg"
"18990","tvistete","neg"
"18991","tvungen","neg"
"18992","tvungent","neg"
"18993","tvunget","neg"
"18994","tvungne","neg"
"18995","tykk","neg"
"18996","tykke","neg"
"18997","tykkende","neg"
"18998","tykker","neg"
"18999","tykkere","neg"
"19000","tykkes","neg"
"19001","tykkest","neg"
"19002","tykkeste","neg"
"19003","tykkskallede","neg"
"19004","tykkskallet","neg"
"19005","tykkskallete","neg"
"19006","tykt","neg"
"19007","tykte","neg"
"19008","tyn","neg"
"19009","tyne","neg"
"19010","tynende","neg"
"19011","tyner","neg"
"19012","tynes","neg"
"19013","tyngre","neg"
"19014","tyngst","neg"
"19015","tyngste","neg"
"19029","tynte","neg"
"19030","tyrann","neg"
"19031","tyrannen","neg"
"19032","tyrannene","neg"
"19033","tyranner","neg"
"19034","tyranni","neg"
"19035","tyrannia","neg"
"19036","tyranniene","neg"
"19037","tyrannier","neg"
"19038","tyranniet","neg"
"19039","tyrannisk","neg"
"19040","tyranniske","neg"
"19041","tyst","neg"
"19042","tysta","neg"
"19043","tyste","neg"
"19044","tystede","neg"
"19045","tystende","neg"
"19046","tyster","neg"
"19047","tystere","neg"
"19048","tysteren","neg"
"19049","tysterer","neg"
"19050","tysterne","neg"
"19051","tystes","neg"
"19052","tystet","neg"
"19053","tystete","neg"
"19054","tyv","neg"
"19055","tyvegods","neg"
"19056","tyvegodset","neg"
"19057","tyven","neg"
"19058","tyvene","neg"
"19059","tyver","neg"
"19060","tyveri","neg"
"19061","tyveria","neg"
"19062","tyveriene","neg"
"19063","tyverier","neg"
"19064","tyveriet","neg"
"19065","tåkela","neg"
"19066","tåkelagt","neg"
"19067","tåkelagte","neg"
"19068","tåkelegg","neg"
"19069","tåkelegge","neg"
"19070","tåkeleggende","neg"
"19071","tåkelegger","neg"
"19072","tåkelegges","neg"
"19073","tåket","neg"
"19074","tåkete","neg"
"19075","tåpelig","neg"
"19076","tåpelige","neg"
"19077","tåpeligere","neg"
"19078","tåpelighet","neg"
"19079","tåpeligheta","neg"
"19080","tåpeligheten","neg"
"19081","tåpelighetene","neg"
"19082","tåpeligheter","neg"
"19083","tåpeligst","neg"
"19084","tåpeligste","neg"
"19085","tøm","neg"
"19086","tømme","neg"
"19087","tømmen","neg"
"19088","tømmende","neg"
"19089","tømmene","neg"
"19090","tømmer","neg"
"19091","tømmes","neg"
"19092","tømt","neg"
"19093","tømte","neg"
"19094","tørk","neg"
"19095","tørka","neg"
"19096","tørke","neg"
"19097","tørkede","neg"
"19098","tørken","neg"
"19099","tørkende","neg"
"19100","tørkene","neg"
"19101","tørker","neg"
"19102","tørkes","neg"
"19103","tørket","neg"
"19104","tørkete","neg"
"19105","tørst","neg"
"19106","tørsta","neg"
"19107","tørste","neg"
"19108","tørstede","neg"
"19109","tørsten","neg"
"19110","tørstende","neg"
"19111","tørster","neg"
"19112","tørstes","neg"
"19113","tørstet","neg"
"19114","tørstete","neg"
"19115","tøv","neg"
"19116","tøva","neg"
"19117","tøvd","neg"
"19118","tøvde","neg"
"19119","tøve","neg"
"19120","tøvede","neg"
"19121","tøvende","neg"
"19122","tøver","neg"
"19123","tøves","neg"
"19124","tøvet","neg"
"19125","tøvete","neg"
"19126","tøylesløs","neg"
"19127","tøylesløse","neg"
"19128","tøylesløst","neg"
"19129","tøys","neg"
"19130","tøysa","neg"
"19131","tøyse","neg"
"19132","tøysede","neg"
"19133","tøysende","neg"
"19134","tøyser","neg"
"19135","tøyses","neg"
"19136","tøyset","neg"
"19137","tøysete","neg"
"19138","tøyst","neg"
"19139","tøyste","neg"
"19140","tøyta","neg"
"19141","tøyte","neg"
"19142","tøyten","neg"
"19143","tøytene","neg"
"19144","tøyter","neg"
"19145","uaktsom","neg"
"19146","uaktsomhet","neg"
"19147","uaktsomheta","neg"
"19148","uaktsomheten","neg"
"19149","uaktsomme","neg"
"19150","uaktsomt","neg"
"19151","uanselig","neg"
"19152","uanselige","neg"
"19153","uanseligere","neg"
"19154","uanseligst","neg"
"19155","uanseligste","neg"
"19156","uanstendig","neg"
"19157","uanstendige","neg"
"19158","uanstendighet","neg"
"19159","uanstendigheta","neg"
"19160","uanstendigheten","neg"
"19161","uansvarlig","neg"
"19162","uansvarlige","neg"
"19163","uansvarligere","neg"
"19164","uansvarligst","neg"
"19165","uansvarligste","neg"
"19166","uantagelig","neg"
"19167","uantagelige","neg"
"19168","uantakelig","neg"
"19169","uantakelige","neg"
"19170","uanvendelig","neg"
"19171","uanvendelige","neg"
"19172","uartikulert","neg"
"19173","uartikulerte","neg"
"19174","uavbrutt","neg"
"19175","uavbrutte","neg"
"19176","ubalanse","neg"
"19177","ubalansen","neg"
"19178","ubalansene","neg"
"19179","ubalanser","neg"
"19180","ubarmhjertig","neg"
"19181","ubarmhjertige","neg"
"19182","ubegavede","neg"
"19183","ubegavet","neg"
"19184","ubegavete","neg"
"19185","ubegripelig","neg"
"19186","ubegripelige","neg"
"19187","ubegrunnede","neg"
"19188","ubegrunnet","neg"
"19189","ubegrunnete","neg"
"19190","ubehag","neg"
"19191","ubehagelig","neg"
"19192","ubehagelige","neg"
"19193","ubehagelighet","neg"
"19194","ubehageligheta","neg"
"19195","ubehageligheten","neg"
"19196","ubehagelighetene","neg"
"19197","ubehageligheter","neg"
"19198","ubehaget","neg"
"19199","ubehøvlede","neg"
"19200","ubehøvlet","neg"
"19201","ubehøvlete","neg"
"19202","ubekreftede","neg"
"19203","ubekreftet","neg"
"19204","ubekreftete","neg"
"19205","ubekvem","neg"
"19206","ubekvemme","neg"
"19207","ubekvemt","neg"
"19208","ubeleilig","neg"
"19209","ubeleilige","neg"
"19210","ubemerkede","neg"
"19211","ubemerket","neg"
"19212","ubemerkete","neg"
"19213","uberegnelig","neg"
"19214","uberegnelige","neg"
"19215","uberegnelighet","neg"
"19216","uberegneligheta","neg"
"19217","uberegneligheten","neg"
"19218","uberettigede","neg"
"19219","uberettiget","neg"
"19220","uberettigete","neg"
"19223","ubeskjeden","neg"
"19224","ubeskjedent","neg"
"19225","ubeskjedne","neg"
"19226","ubesluttsom","neg"
"19227","ubesluttsomhet","neg"
"19228","ubesluttsomheta","neg"
"19229","ubesluttsomheten","neg"
"19230","ubesluttsomme","neg"
"19231","ubesluttsomt","neg"
"19232","ubestemmelig","neg"
"19233","ubestemmelige","neg"
"19234","ubestemt","neg"
"19235","ubestemte","neg"
"19236","ubesvart","neg"
"19237","ubesvarte","neg"
"19238","ubetenksom","neg"
"19239","ubetenksomme","neg"
"19240","ubetenksomt","neg"
"19241","ubetenkt","neg"
"19242","ubetenkte","neg"
"19243","ubetydelig","neg"
"19244","ubetydelige","neg"
"19245","ubevegelig","neg"
"19246","ubevegelige","neg"
"19247","ublid","neg"
"19248","ublide","neg"
"19249","ublidt","neg"
"19250","ublu","neg"
"19251","ublue","neg"
"19252","ublutt","neg"
"19253","ubrukbar","neg"
"19254","ubrukbare","neg"
"19255","ubrukbart","neg"
"19256","ubrukelig","neg"
"19257","ubrukelige","neg"
"19258","ubønnhørlig","neg"
"19259","ubønnhørlige","neg"
"19260","ubøyelig","neg"
"19261","ubøyelige","neg"
"19262","udefinerbar","neg"
"19263","udefinerbare","neg"
"19264","udefinerbart","neg"
"19265","udokumentert","neg"
"19266","udokumenterte","neg"
"19267","udugelig","neg"
"19268","udugelige","neg"
"19269","udyktig","neg"
"19270","udyktige","neg"
"19271","udyr","neg"
"19272","udyra","neg"
"19273","udyrene","neg"
"19274","udyret","neg"
"19275","uegnede","neg"
"19276","uegnet","neg"
"19277","uegnete","neg"
"19278","uekte","neg"
"19279","uelegant","neg"
"19280","uelegante","neg"
"19281","uenig","neg"
"19282","uenige","neg"
"19283","uenighet","neg"
"19284","uenigheta","neg"
"19285","uenigheten","neg"
"19286","uerfaren","neg"
"19287","uerfarent","neg"
"19288","uerfarne","neg"
"19291","uestetisk","neg"
"19292","uestetiske","neg"
"19293","ufaglært","neg"
"19294","ufaglærte","neg"
"19295","ufattelig","neg"
"19296","ufattelige","neg"
"19297","ufatteligere","neg"
"19298","ufatteligst","neg"
"19299","ufatteligste","neg"
"19300","uferdig","neg"
"19301","uferdige","neg"
"19302","uff","neg"
"19303","uffa","neg"
"19304","uffe","neg"
"19305","uffede","neg"
"19306","uffende","neg"
"19307","uffer","neg"
"19308","uffet","neg"
"19309","uffete","neg"
"19310","ufin","neg"
"19311","ufine","neg"
"19312","ufint","neg"
"19313","uflaks","neg"
"19314","uflaksen","neg"
"19315","uforanderlig","neg"
"19316","uforanderlige","neg"
"19317","uforbederlig","neg"
"19318","uforbederlige","neg"
"19319","uforberedt","neg"
"19320","uforberedte","neg"
"19321","ufordelaktig","neg"
"19322","ufordelaktige","neg"
"19323","ufordragelig","neg"
"19324","ufordragelige","neg"
"19325","uforenlig","neg"
"19326","uforenlige","neg"
"19327","uforholdsmessig","neg"
"19328","uforholdsmessige","neg"
"19329","uforklarlig","neg"
"19330","uforklarlige","neg"
"19333","ufornuftig","neg"
"19334","ufornuftige","neg"
"19335","uforsiktig","neg"
"19336","uforsiktige","neg"
"19337","uforsiktighet","neg"
"19338","uforsiktigheta","neg"
"19339","uforsiktigheten","neg"
"19340","uforskammede","neg"
"19341","uforskammet","neg"
"19342","uforskammete","neg"
"19343","uforskammethet","neg"
"19344","uforskammetheta","neg"
"19345","uforskammetheten","neg"
"19346","uforskammethetene","neg"
"19347","uforskammetheter","neg"
"19348","uforsonlig","neg"
"19349","uforsonlige","neg"
"19350","uforstandig","neg"
"19351","uforstandige","neg"
"19352","uforståelig","neg"
"19353","uforståelige","neg"
"19354","uforstående","neg"
"19355","uforsvarlig","neg"
"19356","uforsvarlige","neg"
"19357","uforsøkt","neg"
"19358","uforsøkte","neg"
"19359","uforutsett","neg"
"19360","uforutsette","neg"
"19361","uforutsigbar","neg"
"19362","uforutsigbare","neg"
"19363","uforutsigbart","neg"
"19364","uforvarende","neg"
"19365","ufri","neg"
"19366","ufrie","neg"
"19367","ufriere","neg"
"19368","ufriest","neg"
"19369","ufrieste","neg"
"19370","ufrihet","neg"
"19371","ufriheta","neg"
"19372","ufriheten","neg"
"19373","ufrihetene","neg"
"19374","ufriheter","neg"
"19375","ufritt","neg"
"19376","ufrivillig","neg"
"19377","ufrivillige","neg"
"19378","ufruktbar","neg"
"19379","ufruktbare","neg"
"19380","ufruktbart","neg"
"19381","ufullkommen","neg"
"19382","ufullkomment","neg"
"19383","ufullkomne","neg"
"19384","ufullstendig","neg"
"19385","ufullstendige","neg"
"19386","ufyselig","neg"
"19387","ufyselige","neg"
"19388","ufølsom","neg"
"19389","ufølsomme","neg"
"19390","ufølsomt","neg"
"19391","ugagn","neg"
"19392","ugagnet","neg"
"19393","ugjerningsmann","neg"
"19394","ugjerningsmannen","neg"
"19395","ugjerningsmenn","neg"
"19396","ugjerningsmennene","neg"
"19397","ugjestmild","neg"
"19398","ugjestmilde","neg"
"19399","ugjestmildt","neg"
"19400","ugjort","neg"
"19401","ugjorte","neg"
"19402","ugress","neg"
"19403","ugresset","neg"
"19404","ugrunnede","neg"
"19405","ugrunnet","neg"
"19406","ugrunnete","neg"
"19407","ugudelig","neg"
"19408","ugudelige","neg"
"19409","ugudelighet","neg"
"19410","ugudeligheta","neg"
"19411","ugudeligheten","neg"
"19412","ugunstig","neg"
"19413","ugunstige","neg"
"19414","ugyldig","neg"
"19415","ugyldige","neg"
"19416","ugyldiggjorde","neg"
"19417","ugyldiggjort","neg"
"19418","ugyldiggjorte","neg"
"19419","ugyldiggjør","neg"
"19420","ugyldiggjøre","neg"
"19421","ugyldiggjørende","neg"
"19422","ugyldiggjøres","neg"
"19423","uharmonisk","neg"
"19424","uharmoniske","neg"
"19425","uheldig","neg"
"19426","uheldige","neg"
"19427","uheldigere","neg"
"19428","uheldigst","neg"
"19429","uheldigste","neg"
"19430","uhell","neg"
"19431","uhella","neg"
"19432","uhellene","neg"
"19433","uhellet","neg"
"19434","uholdbar","neg"
"19435","uholdbare","neg"
"19436","uholdbart","neg"
"19437","uhyggelig","neg"
"19438","uhyggelige","neg"
"19439","uhyggeligere","neg"
"19440","uhyggeligst","neg"
"19441","uhyggeligste","neg"
"19442","uhyrlig","neg"
"19443","uhyrlige","neg"
"19444","uhyrligere","neg"
"19445","uhyrlighet","neg"
"19446","uhyrligheta","neg"
"19447","uhyrligheten","neg"
"19448","uhyrlighetene","neg"
"19449","uhyrligheter","neg"
"19450","uhyrligst","neg"
"19451","uhyrligste","neg"
"19452","uhåndterlig","neg"
"19453","uhåndterlige","neg"
"19454","uhøflig","neg"
"19455","uhøflige","neg"
"19456","uhøfligere","neg"
"19457","uhøfligst","neg"
"19458","uhøfligste","neg"
"19459","uhørlig","neg"
"19460","uhørlige","neg"
"19461","uhørt","neg"
"19462","uhørte","neg"
"19463","uinspirert","neg"
"19464","uinspirerte","neg"
"19465","uinteressant","neg"
"19466","uinteressante","neg"
"19467","uinteressert","neg"
"19468","uinteresserte","neg"
"19469","ujevn","neg"
"19470","ujevne","neg"
"19471","ujevnt","neg"
"19472","ukjent","neg"
"19473","ukjente","neg"
"19474","uklar","neg"
"19475","uklare","neg"
"19476","uklarhet","neg"
"19477","uklarheta","neg"
"19478","uklarheten","neg"
"19479","uklarhetene","neg"
"19480","uklarheter","neg"
"19481","uklart","neg"
"19482","uklok","neg"
"19483","ukloke","neg"
"19484","uklokt","neg"
"19485","ukontrollerbar","neg"
"19486","ukontrollerbare","neg"
"19487","ukontrollerbart","neg"
"19488","ukontrollert","neg"
"19489","ukontrollerte","neg"
"19490","ukorrekt","neg"
"19491","ukorrekte","neg"
"19492","ukuelig","neg"
"19493","ukuelige","neg"
"19494","ukvalifisert","neg"
"19495","ukvalifiserte","neg"
"19496","ukvemsord","neg"
"19497","ukvemsorda","neg"
"19498","ukvemsordene","neg"
"19499","ukvemsordet","neg"
"19500","ukyndig","neg"
"19501","ukyndige","neg"
"19502","ulempa","neg"
"19503","ulempe","neg"
"19504","ulempelig","neg"
"19505","ulempelige","neg"
"19506","ulempen","neg"
"19507","ulempene","neg"
"19508","ulemper","neg"
"19509","uleselig","neg"
"19510","uleselige","neg"
"19511","ulidelig","neg"
"19512","ulidelige","neg"
"19513","ulik","neg"
"19514","ulike","neg"
"19515","ulikhet","neg"
"19516","ulikheta","neg"
"19517","ulikheten","neg"
"19518","ulikhetene","neg"
"19519","ulikheter","neg"
"19520","ulikt","neg"
"19521","ulm","neg"
"19522","ulma","neg"
"19523","ulme","neg"
"19524","ulmede","neg"
"19525","ulmende","neg"
"19526","ulmer","neg"
"19527","ulmes","neg"
"19528","ulmet","neg"
"19529","ulmete","neg"
"19530","ulovlig","neg"
"19531","ulovlige","neg"
"19532","ulovligere","neg"
"19533","ulovlighet","neg"
"19534","ulovligheta","neg"
"19535","ulovligheten","neg"
"19536","ulovlighetene","neg"
"19537","ulovligheter","neg"
"19538","ulovligst","neg"
"19539","ulovligste","neg"
"19540","ultimata","neg"
"19541","ultimataene","neg"
"19542","ultimatum","neg"
"19543","ultimatumene","neg"
"19544","ultimatumer","neg"
"19545","ultimatumet","neg"
"19546","ulydig","neg"
"19547","ulydige","neg"
"19548","ulydigere","neg"
"19549","ulydighet","neg"
"19550","ulydigheta","neg"
"19551","ulydigheten","neg"
"19552","ulydigst","neg"
"19553","ulydigste","neg"
"19554","ulykka","neg"
"19555","ulykke","neg"
"19556","ulykkebringende","neg"
"19557","ulykkebringendee","neg"
"19558","ulykkebringendeere","neg"
"19559","ulykkebringendest","neg"
"19560","ulykkebringendeste","neg"
"19561","ulykken","neg"
"19562","ulykkene","neg"
"19563","ulykker","neg"
"19564","ulyst","neg"
"19565","ulysta","neg"
"19566","ulysten","neg"
"19567","ulystene","neg"
"19568","ulyster","neg"
"19569","uløselig","neg"
"19570","uløselige","neg"
"19571","uløst","neg"
"19572","uløste","neg"
"19573","umedgjørlig","neg"
"19574","umedgjørlige","neg"
"19575","umedgjørligere","neg"
"19576","umedgjørligst","neg"
"19577","umedgjørligste","neg"
"19578","umenneskelig","neg"
"19579","umenneskelige","neg"
"19580","umenneskeligere","neg"
"19581","umenneskeligst","neg"
"19582","umenneskeligste","neg"
"19583","umettelig","neg"
"19584","umettelige","neg"
"19585","umoden","neg"
"19586","umodent","neg"
"19587","umoderne","neg"
"19588","umodne","neg"
"19589","umoral","neg"
"19590","umoralen","neg"
"19591","umoralsk","neg"
"19592","umoralske","neg"
"19593","umotivert","neg"
"19594","umotiverte","neg"
"19595","umulig","neg"
"19596","umulige","neg"
"19597","umulighet","neg"
"19598","umuligheta","neg"
"19599","umuligheten","neg"
"19600","umulighetene","neg"
"19601","umuligheter","neg"
"19602","umåtelig","neg"
"19603","umåtelige","neg"
"19604","unaturlig","neg"
"19605","unaturlige","neg"
"19606","underbaud","neg"
"19607","underbemannede","neg"
"19608","underbemannet","neg"
"19609","underbemannete","neg"
"19610","underbetal","neg"
"19611","underbetale","neg"
"19612","underbetalende","neg"
"19613","underbetaler","neg"
"19614","underbetales","neg"
